"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "SITE_DESC", 
"US-SO4", "15911", "GRP_SITE_DESC", "The Sky Oaks New site is located near the Sky Oaks Field station, owned and operated by San Diego State University. Chaparral vegetation, associated with a Mediterranean climate, covers nearly half of the rough and rocky terrain. Precipitation is almost exclusively confined to the winter months. During the summer and early fall, hot and dry Santa Ana winds from the northeast bring desert heat to the site. A high intensity natural wildfire occurred in approximately 1905. Physical characteristics prior to the 1905 burn are unknown, including stand age and canopy height. Currently, the Sky Oaks New site is an excellent representation of an old-growth chaparral ecosystem, with a canopy height of 2.3 m and chamise-dominated overstory.", 
"US-SP1", "2835", "GRP_SITE_DESC", "The ACMF site is a 67 hectare naturally regenerated Pinus palustris and Pinus elliottii mixed stand.", 
"US-SP2", "7966", "GRP_SITE_DESC", "Even aged slash pine (Pinus elliottii) plantation. Planted in Jan. 1999.", 
"US-SP3", "9651", "GRP_SITE_DESC", "Slash pine planted end of 1989 early 1990. Gholz and Clark, 2002. Agric. Forest Meteo. 112, 87 - 102;  Ckark et al., 2004. Ecological Applications, 14, 1154 - 1171.", 
"US-SP4", "4117", "GRP_SITE_DESC", "Only active for one year, the Rayonier tract site was shutdown due to a stand replacing wild fire in 1998. The tower was relocated to the Donaldson tract. The characteristics between the two mid-rotation pine plantations are nearly indistinguishable, enabling the integration of measurements made at both towers. The site information provided below follows the convention that the two sites are nearly identical.", 
"US-SRC", "10140", "GRP_SITE_DESC", "Part of the Santa Rita Experimental Range since 1901; Site vegetation has been dominated by Creosote bush since at least 1934", 
"US-SRG", "11853", "GRP_SITE_DESC", "Semidesert C4 grassland, lies in Pasture 1 on the Santa Rita Experimental Range.  This is the companion site for US-SRM, but has much less mesquite encroachment.", 
"US-SRM", "11184", "GRP_SITE_DESC", "Semidesert grassland encroached by mesquite (Prosopis velutina) trees. Please see Scott et al. 2009 JGR-Biogeo, 114, G04004", 
"US-Srr", "30960", "GRP_SITE_DESC", "This site is a 4.57 km2 brackish tidal marsh located in the San Francisco Bay National Estuarine Research Reserve (SFBNERR, http://www.nerrs.noaa.gov/reserves/san-francisco-bay.html) in Suisun Bay, CA, USA. Suisun Bay is the most extensive contiguous brackish marsh complex in California. This site is classified as a high marsh, which according to the National Wetland Inventory, is representative of over 58% of estuarine wetlands.", 
"US-SSH", "30693", "GRP_SITE_DESC", "The Susquehanna Shale Hills Critical Zone Observatory is comprised of one first-order catchment in the Susquehanna River basin. This catchment, known as Shale Hills, is about 8 hectares in total area. The stream that defines the Shale Hills catchment flows into Shavers Creek in the Juniata River sub-basin. The vegetation cover at Shale Hills is dominated by deciduous broadleaf forest, with some evergreen needleleaf
trees along the stream.", 
"US-Sta", "12502", "GRP_SITE_DESC", "Sagebrush steppe ecosystem", 
"US-StJ", "13295", "GRP_SITE_DESC", "This tower is located in St Jones, near Dover Delaware. This area is part of the National Estuarine Research Reserve. It was established in 1993, and estuarine ecosystems from the Mid-Atlantic region are represented here. This region has been influenced by agricultural fields along the watershed. The EC tower is located in a tidal marsh near the Dover headquarters, there is a board walk that goes along the marsh. Restoring natural vegetation is on the long term management plan.", 
"US-StS", "30113", "GRP_SITE_DESC", "Located in a degraded coastal swamp on the Hobcaw Barony Property near Georgetown, SC. Swamp was previously used for rice cultivation in the 19th century, but has not been used for these purposes since. The coastal swamp was formally a freshwater bald cypress/tupelo forest  that was continuously flooded. However, in recent years a salinity gradient has developed over the gradient of the ecosystem causing the forest to transition to a wax myrtle shrub forest to the west of the tower where salinity is higher.", 
"US-SuM", "13069", "GRP_SITE_DESC", "Continuous, irrigated, sugarcane cultivation for >100 years.  Practice is to grow plant sugarcane for 2 years, drydown, burn leaves, harvest cane, and then till and replant very shortly after harvest.  Site differs from Sugarcane Windy and Sugarcane Lee/sheltered in soil and meteorology.", 
"US-SuS", "13088", "GRP_SITE_DESC", "Continuous, irrigated, sugarcane cultivation for >100 years.  Practice is to grow plant sugarcane for 2 years, drydown, burn leaves, harvest cane, and then till and replant very shortly after harvest.  First cycle of observations were from July 2011 to November 2012.  Second cycle was from April 2013 to December 2013.  Site differs from Sugarcane Windy and Sugarcane Middle in soil type and meteorology.", 
"US-SuW", "13109", "GRP_SITE_DESC", "Continuous, irrigated, sugarcane cultivation for >100 years.  Practice is to grow plant sugarcane for 2 years, drydown, burn leaves, harvest cane, and then till and replant very shortly after harvest.  Site differs from Sugarcane Lee/Sheltered and Sugarcane Middle in soil type and site meteorology.", 
"US-Syv", "15322", "GRP_SITE_DESC", "Old growth forest consisting primarily of sugar maple and eastern hemlock.  Note that a small lake to the north and data analyses suggest that wind direction screening is appropriate (see Desai, A.R., Bolstad, P.V., Cook, B.D., Davis, K.J., and Carey, E.V., 2005. Comparing net ecosystem exchange of carbon dioxide between an old-growth and mature forest in the upper midwest, USA. Ag. For. Met. 128(1-2): 33-55 (doi: 10.1016/j.agrformet.2004).  Site was chosen to represent an end member representative of the upland forests in the WLEF tall tower flux footprint.  (Note, however, that old growth forests are not found within the WLEF tall tower flux footprint.)", 
"US-SZ1", "85799", "GRP_SITE_DESC", "This site is located at St. John, WA and currently under a crop rotation that consists of winter and spring crops. This site is under no-tillage management.", 
"US-SZ2", "85837", "GRP_SITE_DESC", "This site is located at St. John, WA and currently under a crop rotation that consists of winter and spring crops. This site is under no-tillage management.", 
"US-SZ3", "85858", "GRP_SITE_DESC", "This site is located at St. John, WA and currently under a crop rotation that consists of winter and spring crops. This site is under no-tillage management.", 
"US-Ton", "5903", "GRP_SITE_DESC", "Located in the lower foothills of the Sierra Nevada Mountains, the Tonzi Ranch site is classified as an oak savanna woodland on privately owned land. Managed by local rancher, Russell Tonzi, brush has been periodically removed for cattle grazing. The overstory is dominated by blue oak trees (40% of total vegetation) with intermittent grey pine trees (3 trees/ha). Understory species include a variety of grasses and herbs, including purple false brome, smooth cat's ear, and rose clover. These two distinctive layers operate in and out from one another. Growing season of the understory is confined to the wet season only, typically from October to early May. In contrast, the deciduous blue oak trees are dormant during the rainy winter months and reach maximum LAI in April. The blue oak ecosystem rings the Great Central Valley of California, inhabiting the lower reaches of the Sierra Nevada foothills.", 
"US-Tur", "85301", "GRP_SITE_DESC", "Pasture", 
"US-Tw1", "12570", "GRP_SITE_DESC", "The Twitchell Wetland site is a 7.4-acre restored wetland on Twitchell Island, that is managed by the California Department of Water Resources (DWR) and the U.S. Geological Survey (USGS). In the fall of 1997, the site was permanently flooded to a depth of approximately 25 cm. The wetland was almost completely covered by cattails and
tules by the third growing season.  A flux tower equipped to analyze energy, H2O, CO2, and CH4 fluxes was installed on May 17, 2012.", 
"US-Tw2", "11273", "GRP_SITE_DESC", "The Twitchell Corn site is a corn field on peat soil. The tower was installed on May 17, 2012 and was equipped to analyze energy, H2O and CO2 fluxes. The field was planted in early May 2012 and harvested in early November 2012. The field was fallow during the non-growing season. The variety of corn used was ES-7477 hybrid corn commercialized by Eureka seeds. The site is near US-Tw1, US-Tw3 and US-Twt sites.", 
"US-Tw3", "15361", "GRP_SITE_DESC", "The Twitchell Alfalfa site is an alfalfa field owned by the state of California and leased to third parties for farming. The tower was installed on May 24, 2013. This site and the surrounding region are part of the San Joaquin - Sacramento River Delta drained beginning in the 1850's and subsequently used for agriculture. The field has been alfalfa for X years…., Crop rotation occurs every 5-6 years.  The site is harvested by mowing and bailing several times per year.  The field is fallow typically between November and February. The site is irrigated by periodically-flooded ditches surrounding the field. The site is irrigated by raising, and subsequently lowering the water table??", 
